A.;Jag;Je t'aime Juliette;unknown;unknown;unknown;Je t'aime Juliette - A. Jag;OXC7Fd0ZN8o;A Jag Je t'aime Juliette OXC7FdZN8o;6955346875
Alkan;Charles-Valentin;Marche funebre Op.26;French;1813;1888;Alkan: Marche Funebre Op. 26 (Ronald Smith 1992 recording);AP8X24rwHHM;Alkan Charles-Valentin Marche funebre Op26 AP8X24rwHHM;56480546875
Alkan;Charles-Valentin;3 Marches Op.40;French;1813;1888;Charles-Valentin Alkan - Trois Marches Op. 40 No. 1 (Synthesia);nE50cZHt8Fs;Alkan Charles-Valentin 3 Marches Op4 nE5cZHt8Fs;50061746875
Alkan;Charles-Valentin;Minuetto alla Tedesca Op.46;French;1813;1888;Alkan Minuetto alla tedesca op. 46 Wolfgang Weller 2019.;CO51FDSRPTw;Alkan Charles-Valentin Minuetto alla Tedesca Op46 CO51FDSRPTw;76608146875
Alkan;Charles-Valentin;3 Morceaux dans le Genre pathetique Op.15;French;1813;1888;Charles-Valentin Alkan - Op. 15 No. 3 Trois Morceaux dans le Genre pathetique Morte;aOGplYgQOZk;Alkan Charles-Valentin 3 Morceaux dans le Genre pathetique Op15 aOGplYgQOZk;73789346875
Alkan;Charles-Valentin;Nocturne 'Le Grillon' Op.60bis;French;1813;1888;"""Charles-Valentin Alkan - Nocturne Op. 60bis """"Le grillon"""" (audio + sheet music)""";4Rveexu96tw;Alkan Charles-Valentin Nocturne 'Le Grillon' Op6bis 4Rveexu96tw;36306146875
Alkan;Charles-Valentin;Les Omnibus Op.2;French;1813;1888;"""Sophia Liu (10 yrs) plays Charles-Valentin Alkan """"Les Omnibus"""" Variations Op.2""";SD_qUojdVBY;Alkan Charles-Valentin Les Omnibus Op2 SD_qUojdVBY;31147346875
Alkan;Charles-Valentin;Paix a la paix;French;1813;1888;Charles Valentin Alkan Paix a? la Paix Hymne For Bassoon Solo;d2hAT8fU7qA;Alkan Charles-Valentin Paix a la paix d2hAT8fU7qA;11404946875
Alkan;Charles-Valentin;Petit conte;French;1813;1888;Jack Gibbons plays Alkan Petit Conte;pJwOucXTls0;Alkan Charles-Valentin Petit conte pJwOucXTls;26776946875
Alkan;Charles-Valentin;Petits preludes sur les 8 gammes du plain-chant;French;1813;1888;Alkan : Petits preludes sur les huit gammes du plain-chant Ndeg6;pZy2vx0FKSw;Alkan Charles-Valentin Petits preludes sur les 8 gammes du plain-chant pZy2vxFKSw;9324146875
Alkan;Charles-Valentin;Pour Monsieur Gurkhaus;French;1813;1888;Pour Monsieur Gurkhaus (pour piano) - Chalres-Valentin Alkan;L2ajYW7C75s;Alkan Charles-Valentin Pour Monsieur Gurkhaus L2ajYW7C75s;12610946875
Alkan;Charles-Valentin;Quasi Caccia Op.53;French;1813;1888;Charles-Valentin Alkan-Quasi Caccia Op.53(synthesia);JYAEaf9C4jU;Alkan Charles-Valentin Quasi Caccia Op53 JYAEaf9C4jU;30171746875
Alkan;Charles-Valentin;Recueil d'Impromptus Op.32;French;1813;1888;Charles Valentin Alkan - Deuxieme recueil d'impromptus Op.32 (2) LAURENT MARTIN;EIPeJfmC06U;Alkan Charles-Valentin Recueil d'Impromptus Op32 EIPeJfmC6U;78148946875
Alkan;Charles-Valentin;Saltarelle Op.23;French;1813;1888;Charles-Valentin Alkan - Saltarelle Op. 23 (audio + sheet music);pUlgsDD3iDw;Alkan Charles-Valentin Saltarelle Op23 pUlgsDD3iDw;21639746875
Alkan;Charles-Valentin;Salut Cendre de Pauvre Op.45;French;1813;1888;Alkan - Salute Cendre du Pauvre ! Paraphrase Op.45;HxD_ReBdT-M;Alkan Charles-Valentin Salut Cendre de Pauvre Op45 HxD_ReBdT-M;54604946875
Alkan;Charles-Valentin;Le tambour bat aux champs Op.50bis;French;1813;1888;Alkan Le Tambour bat aux champs (Esquisse) op. 50bis (1859);HKbCSrSqOLs;Alkan Charles-Valentin Le tambour bat aux champs Op5bis HKbCSrSqOLs;28166546875
Alkan;Charles-Valentin;Toccatina Op.75;French;1813;1888;Charles-Valentin Alkan - Toccatina Op. 75 (audio + sheet music);H-NQpRJRGSc;Alkan Charles-Valentin Toccatina Op75 H-NQpRJRGSc;10962146875
Alkan;Charles-Valentin;Variations on a Theme of Steibelt Op.1;French;1813;1888;Charles-Valentin Alkan - Op.1 - Variations on a Theme of Steibelt;3DdxWUFkxR0;Alkan Charles-Valentin Variations on a Theme of Steibelt Op1 3DdxWUFkxR;58896146875
Alkan;Charles-Valentin;Zorcico;French;1813;1888;"""Charles-Valentin Alkan """"Zorcico"""" (Ethan James McCollum)""";3VCNtyi3pgY;Alkan Charles-Valentin Zorcico 3VCNtyi3pgY;32529746875
Alkan;Maxime;Maria;unknown;unknown;unknown;Maxime Alkan's Maria -- Polka Mazurka;F7YxFilFFXo;Alkan Maxime Maria F7YxFilFFXo;17211746875
Allen;Charles N.;Romance Op.6;unknown;unknown;unknown;Charles Edouard Lefebvre: Romance Op. 30: Romance Op. 30 (Arranged: Mason Jones);j3jvA7PUHT4;;0
Alnaes;Eyvind;4 Piano Pieces Op.4;Norwegian;1872;1932;Eyvind Alnaes 4 Klaverstykker Op. 4;b1i7AU7k2cg;Alnaes Eyvind 4 Piano Pieces Op4 b1i7AU7k2cg;49424546875
Alnaes;Eyvind;Romance;Norwegian;1872;1932;Eyvind Alnaes : Romance in E major (c1906);kI0LnpTwwLE;Alnaes Eyvind Romance kILnpTwwLE;20214146875
Alnaes;Eyvind;Variations Op.5;Norwegian;1872;1932;Eyvind Alnaes : Variations Op. 5 - Thema;jltNNSoVNXQ;Alnaes Eyvind Variations Op5 jltNNSoVNXQ;10706546875
Aloiz;Vladislav;4 Morceaux Op.41;unknown;1860;1918;Reinhold Gliere - 6 Morceaux Op.41;gmJoZDKYFFA;;0
Alombert;Jeanne;Impromptu;unknown;unknown;unknown;Jeanne Alombert: Impromptu in A? major;CsGt_W9ryj0;Alombert Jeanne Impromptu CsGt_W9ryj;17110946875
Alyabyev;Aleksandr;Farewell to the Nightingale;Russian;1787;1851;Alexander Alyabyev - Farewell to the Nightingale (on fortepiano);4Oj1I6HzcbI;Alyabyev Aleksandr Farewell to the Nightingale 4Oj1I6HzcbI;10051346875
Alyabyev;Aleksandr;Piano Sonata in A-flat major;Russian;1787;1851;Alexander Alyabyev - Waltz in A-flat major (on fortepiano);eyRkwAw8Yxs;Alyabyev Aleksandr Piano Sonata in A-flat major eyRkwAw8Yxs;12067346875
Alyabyev;Aleksandr;Waltz in A-flat major;Russian;1787;1851;Alexander Alyabyev - Waltz in A-flat major (on fortepiano);eyRkwAw8Yxs;Alyabyev Aleksandr Waltz in A-flat major eyRkwAw8Yxs;12067346875
Amadeo;Gaetano;Offertoire;Italian;1824;1893;Amadeo - 6. Offertoire;POJBHEp3V5k;Amadeo Gaetano Offertoire POJBHEp3V5k;19566146875
Amani;Nikolay;3 Preludes Op.8;unknown;unknown;unknown;Nikolai Amani : 3 Preludes Op. 8;DXBPD5j7zc0;Amani Nikolay 3 Preludes Op8 DXBPD5j7zc;51537746875
Amani;Nikolay;Suite for Piano Op.4;unknown;unknown;unknown;Nikolai Amani : 3 Preludes Op. 8;DXBPD5j7zc0;;0
Amengual;Rene;Transparencias;Chilean;1911;1954;Rene Amengual - Transparencias;6QMgqMlJUis;Amengual Rene Transparencias 6QMgqMlJUis;14000546875
Amthor;Wilhelm;Im deutschen Alpenlande;unknown;unknown;unknown;Wilhelm Amthor : Im deutschen Alpenlande (In the German Alps);fV4RfbGnD44;Amthor Wilhelm Im deutschen Alpenlande fV4RfbGnD44;18878546875
Amthor;Wilhelm;Schmetterlinge;unknown;unknown;unknown;Wilhelm Amthor : Schmetterlinge (Butterflies);InG7q-X8YGc;Amthor Wilhelm Schmetterlinge InG7q-X8YGc;26182946875
Anastassopoulos;Costas;30 Preludes;unknown;unknown;unknown;Alkan - 25 Preludes Op. 31 [Audio + Score];tly_AbXkeCI;;0
Ancliffe;Charles;The Valley of Poppies;unknown;1880;1952;Valley of the Poppies - entr'acte : Charles Ancliffe (1916);W4yabJi_sbs;Ancliffe Charles The Valley of Poppies W4yabJi_sbs;23137346875
Andersen;Harris;Rondino in A-flat major;unknown;unknown;unknown;Harris Andersen plays Schubert Impromptu No. 4 in A-Flat Major D. 899 (Op. 90);pOnEscEc9Ic;Andersen Harris Rondino in A-flat major pOnEscEc9Ic;40158146875
Anderson;George;The Battle of Waterloo;unknown;unknown;unknown;Battle of Waterloo ??? ?? - G.Anderson ???;e-3fvyFxj90;Anderson George The Battle of Waterloo e-3fvyFxj9;24328946875
Andrieu;Fernand;Plaisirs d'ete Op.254;unknown;unknown;unknown;Fernand Andrieu:  Plaisirs d'Ete Op. 254: III - Idylle (Pendant la Fete);MSAhcQEprCk;Andrieu Fernand Plaisirs d'ete Op254 MSAhcQEprCk;18367346875
Andree;Elfrida;Fem smarre tonbilder Op.7;Swedish;1841;1929;Elfrida Andree Fem Smarre Tonbilder (Five Smaller Tone Pictures) Op. 7;ht0hJnFvVyY;Andree Elfrida Fem smarre tonbilder Op7 hthJnFvVyY;45291746875
Andree;Elfrida;Julstamning;Swedish;1841;1929;Elfrida Andree: Julstamning;7ZsqXGGBSS8;Andree Elfrida Julstamning 7ZsqXGGBSS8;9770546875
Anerio;Felice;Angelus autem Domini descendit de coelo;Italian;1560;1614;Anerio - Angelus autem Domini descendit de coelo;8xauNwr2TYc;Anerio Felice Angelus autem Domini descendit de coelo 8xauNwr2TYc;9914546875
Anerio;Felice;Ave quam colunt angeli;Italian;1560;1614;Ave quam colunt angeli - Felice Anerio (Altos I);88KDAQcAl7k;Anerio Felice Ave quam colunt angeli 88KDAQcAl7k;23792546875
Anerio;Felice;Libera me Domine;Italian;1560;1614;Libera me domine - Felice Anerio (Soprano);mvHflcRcOBg;Anerio Felice Libera me Domine mvHflcRcOBg;14742146875
Anerio;Giovanni Francesco;O quam suavis est Domine spiritus tuus;Italian;1560;1630;Anerio - O quam suavis est Domine spiritus tuus;u36ohcGDRAw;Anerio Giovanni Francesco O quam suavis est Domine spiritus tuus u36ohcGDRAw;13550546875
Ansell;John;The Indian Juggler;unknown;1874;1948;John Ansell: The Indian Juggler;_qIWYykOCtw;Ansell John The Indian Juggler _qIWYykOCtw;10774946875
Ansorge;Conrad;Ballade in D minor;German;1862;1930;Conrad Ansorge: Drei Traumbilder Op. 8 (3 Dream Pictures);EK2OvxLpf7c;;0
Ansorge;Conrad;Traumbilder Op.3;German;1862;1930;Conrad Ansorge: Drei Traumbilder Op. 8 (3 Dream Pictures);EK2OvxLpf7c;Ansorge Conrad Traumbilder Op3 EK2OvxLpf7c;65926946875
Ansorge;Conrad;Traumbilder Op.8;German;1862;1930;Conrad Ansorge: Drei Traumbilder Op. 8 (3 Dream Pictures);EK2OvxLpf7c;Ansorge Conrad Traumbilder Op8 EK2OvxLpf7c;65926946875
Antheil;George;Piano Sonata No.2 'The Airplane';American;1900;1959;Antheil - Piano Sonata No. 2 'The Airplane';J4on2sedCNg;Antheil George Piano Sonata No2 'The Airplane' J4on2sedCNg;33019346875
Antheil;George;Sonate sauvage;American;1900;1959;Sonate Sauvage - George Antheil;VMjW3DTId7Y;Antheil George Sonate sauvage VMjW3DTId7Y;52268546875
Antheil;George;5 Songs;American;1900;1959;Valentine Waltz no.5 by George Antheil (11 yrs. old);dB-gcgN-16U;Antheil George 5 Songs dB-gcgN-16U;10807346875
Antico;Andrea;Per dolor mi bagno;Italian;1480;1530;Andrea Antico - Marco Cara Per Dolor mi bagno il viso;uFY9NWLIpkc;Antico Andrea Per dolor mi bagno uFY9NWLIpkc;26964146875
Antipov;Konstantin;Impromptu et Valse Op.13;unknown;unknown;unknown;Konstantin Antipov - Impromptu et Valse Op.13;Y6_UobMnSyg;Antipov Konstantin Impromptu et Valse Op13 Y6_UobMnSyg;25498946875
Antipov;Konstantin;Nocturne in A-flat major Op.12;unknown;unknown;unknown;Konstantin Antipov - Impromptu et Valse Op.13;Y6_UobMnSyg;;0
Antipov;Konstantin;Valse et Etude Op.11;unknown;unknown;unknown;Konstantin Antipov - Impromptu et Valse Op.13;Y6_UobMnSyg;Antipov Konstantin Valse et Etude Op11 Y6_UobMnSyg;25498946875
Antipov;Konstantin;3 Waltzes Op.2;unknown;unknown;unknown;Konstantin Antipov - Impromptu et Valse Op.13;Y6_UobMnSyg;;0
Anton;Friedrich Max;3 Fresken Op.4;unknown;1000;1877;F. Max Anton: 4 Klavierstucke Op. 6: III - Intermezzo;Bl1FNa9jL3Q;;0
Anton;Friedrich Max;4 Piano Pieces Op.6;unknown;1000;1877;F. Max Anton: 4 Klavierstucke Op. 6: III - Intermezzo;Bl1FNa9jL3Q;Anton Friedrich Max 4 Piano Pieces Op6 Bl1FNa9jL3Q;7387346875
Appenzeller;Benedictus;Musae Iovis;Belgian;1480;1550;Musae Iovis by Benedictus Appenzeller;Fi89mGidzF0;Appenzeller Benedictus Musae Iovis Fi89mGidzF;17607746875
Aquabella;Ramon;Mignon;unknown;unknown;unknown;Ramon Aquabella - Mignon (Danse Espagnole);5hFfo-UrWsM;Aquabella Ramon Mignon 5hFfo-UrWsM;14418146875
Arakelian;Grigor;3 Children Pieces for Piano;unknown;unknown;unknown;LL2190322 Childrens Pieces No.3 Grigor Arakelian;B7Z2hw4x0KA;Arakelian Grigor 3 Children Pieces for Piano B7Z2hw4xKA;20206946875
Arakelian;Grigor;Tragic Dance;unknown;unknown;unknown;Grigor Arakelian. Tragic Dance for Piano;QEbp6f9hTVM;Arakelian Grigor Tragic Dance QEbp6f9hTVM;23464946875
Arcas;Julian;La Cubana;Spanish;1832;1882;La Cubana - Julian Arcas (1832 - 1882);U5h-Rtpy4s8;Arcas Julian La Cubana U5h-Rtpy4s8;19832546875
Arcas;Julian;La Saltarina;Spanish;1832;1882;Julian Arcas   La Saltarina;zynxW0nWNBk;Arcas Julian La Saltarina zynxWnWNBk;11682146875
Arcas;Julian;Solea Ole !;Spanish;1832;1882;Solea - Ole! - Julian Arcas (1832 - 1882);59FbhSOeVu8;Arcas Julian Solea Ole ! 59FbhSOeVu8;11250146875
Arensky;Anton;Bigarrures Op.20;Russian;1861;1906;Anton Arensky Bigarrures Op.20 Nbr 3 (sight read);SXxr2yw61_g;Arensky Anton Bigarrures Op2 SXxr2yw61_g;61063346875
Arensky;Anton;6 Canonic Pieces Op.1;Russian;1861;1906;Sergey Koudriakov / A.S. Arensky - Six Canonic Pieces Op. 1;bmF6fLwfafo;Arensky Anton 6 Canonic Pieces Op1 bmF6fLwfafo;66056546875
Arensky;Anton;Children's Suite Op.65;Russian;1861;1906;Arensky - Children's Suite (Suite No. 5) Op. 65 - 1. Praeludium - Allegro moderato;PXvjM7qLTw4;Arensky Anton Children's Suite Op65 PXvjM7qLTw4;5263346875
Arensky;Anton;The Flower Garden Op.69;Russian;1861;1906;Anton Arensky - 6 Pieces Op. 53;UqsRO2KIDis;;0
Arensky;Anton;3 Morceaux Op.19;Russian;1861;1906;Anton Arensky 3 Morceaux Op.19 nbr 2 (sight read);uZL60B2RsM8;Arensky Anton 3 Morceaux Op19 uZL6B2RsM8;45162146875
Arensky;Anton;4 Morceaux Op.25;Russian;1861;1906;Anton Arensky - 24 Morceaux caracteristiques Op. 36 (audio + sheet music);UliGupylAe8;;0
Arensky;Anton;6 Pieces enfantines Op.34;Russian;1861;1906;Classical - 6 Pieces Enfantines op. 34 No. 1 (Fairy Tale) by Anton Stepanovich Arensky;RravOyHRYBk;Arensky Anton 6 Pieces enfantines Op34 RravOyHRYBk;12805346875
Arensky;Anton;6 Pieces Op.5;Russian;1861;1906;Anton Arensky 6 Pieces Op. 5 Nos. 1-3;4Ed2unCf2LQ;Arensky Anton 6 Pieces Op5 4Ed2unCf2LQ;93510146875
Arensky;Anton;6 Pieces Op.53;Russian;1861;1906;Anton Arensky - 6 Pieces Op. 53;UqsRO2KIDis;Arensky Anton 6 Pieces Op53 UqsRO2KIDis;93643346875
Arensky;Anton;12 Pieces Op.66;Russian;1861;1906;Anton Arensky 12 Pieces op.66 Piano Duo Tatjana & Leonid Schick;1gHUrBfosC0;Arensky Anton 12 Pieces Op66 1gHUrBfosC;42458546875
Arensky;Anton;Pres de la mer Op.52;Russian;1861;1906;Sergey Koudriakov- Arensky/ Excerpts from Pres de la Mer Op.52 / Nos. 2356;YSKi6X4rC50;Arensky Anton Pres de la mer Op52 YSKi6X4rC5;78584546875
Arensky;Anton;Scherzo Op.8;Russian;1861;1906;Arensky - Scherzo Op.8;KK-s1C4Dfl8;Arensky Anton Scherzo Op8 KK-s1C4Dfl8;14515346875
Arensky;Anton;6 Songs Op.10;Russian;1861;1906;Anton Arensky - 6 Pieces Op. 53;UqsRO2KIDis;;0
Arensky;Anton;Suite No.1 Op.15;Russian;1861;1906;LIVE: Polina / Vallina playing Arensky Suite n. 1 op. 15;uSS2VH8UyH4;Arensky Anton Suite No1 Op15 uSS2VH8UyH4;77904146875
Arensky;Anton;Suite No.2 Op.23;Russian;1861;1906;"""Anton Arensky - Suite for Two Pianos No. 2 Op. 23 """"Silhouettes"""" (Bruk & Taimanov)""";OaXDoDnAACY;Arensky Anton Suite No2 Op23 OaXDoDnAACY;88164146875
Arensky;Anton;Suite No.4 Op.62;Russian;1861;1906;Arensky: Suite No 4 op 62 for two pianos (Fischer/Lingenberg);LF9Ck0rVLqw;Arensky Anton Suite No4 Op62 LF9CkrVLqw;82911746875
Arensky;Anton;The Wolves Op.58;Russian;1861;1906;Anton Arensky - 12 Etudes Op. 74 (audio + sheet music);cKrmr0jeuio;;0
Argentesi;Dario;Piano Sonata No.1 'Kitsch';unknown;unknown;unknown;Nikolai Roslavets - Piano Sonata No. 1;YH6xT6rmSD4;Argentesi Dario Piano Sonata No1 'Kitsch' YH6xT6rmSD4;65509346875
Armstrong;Peter McKenzie;Chord for Mr. Woodshed;unknown;unknown;unknown;Sonatina no. 1 BV 257 Ferruccio Busoni Peter McKenzie Armstrong;B5UJZbJ-UzQ;;0
Armstrong;Peter McKenzie;CTT-95;unknown;unknown;unknown;Sonatina no. 1 BV 257 Ferruccio Busoni Peter McKenzie Armstrong;B5UJZbJ-UzQ;;0
Armstrong;Peter McKenzie;Dapper '1' and Dreadful '0';unknown;unknown;unknown;Sonatina no. 1 BV 257 Ferruccio Busoni Peter McKenzie Armstrong;B5UJZbJ-UzQ;;0
Armstrong;Peter McKenzie;JE: A Mural;unknown;unknown;unknown;Sonatina no. 1 BV 257 Ferruccio Busoni Peter McKenzie Armstrong;B5UJZbJ-UzQ;;0
Armstrong;Peter McKenzie;Krikos I;unknown;unknown;unknown;Sonatina no. 1 BV 257 Ferruccio Busoni Peter McKenzie Armstrong;B5UJZbJ-UzQ;;0
Armstrong;Peter McKenzie;Krikos;unknown;unknown;unknown;Sonatina no. 1 BV 257 Ferruccio Busoni Peter McKenzie Armstrong;B5UJZbJ-UzQ;;0
Armstrong;Peter McKenzie;Mini-Studies on my Surname;unknown;unknown;unknown;Sonatina no. 1 BV 257 Ferruccio Busoni Peter McKenzie Armstrong;B5UJZbJ-UzQ;;0
Armstrong;Peter McKenzie;No!;unknown;unknown;unknown;Sonatina no. 1 BV 257 Ferruccio Busoni Peter McKenzie Armstrong;B5UJZbJ-UzQ;Armstrong Peter McKenzie No! B5UJZbJ-UzQ;44499746875
Armstrong;Peter McKenzie;Phigits;unknown;unknown;unknown;Sonatina no. 1 BV 257 Ferruccio Busoni Peter McKenzie Armstrong;B5UJZbJ-UzQ;;0
Armstrong;Peter McKenzie;Stuckle;unknown;unknown;unknown;Sonatina no. 1 BV 257 Ferruccio Busoni Peter McKenzie Armstrong;B5UJZbJ-UzQ;;0
Armstrong;Peter McKenzie;Syzygies I;unknown;unknown;unknown;Sonatina no. 1 BV 257 Ferruccio Busoni Peter McKenzie Armstrong;B5UJZbJ-UzQ;;0
Armstrong;Peter McKenzie;'Tis to Waft;unknown;unknown;unknown;Sonatina no. 1 BV 257 Ferruccio Busoni Peter McKenzie Armstrong;B5UJZbJ-UzQ;;0
Arnaud;Etienne;Dieu;unknown;unknown;unknown;L'Enfant Dieu (Etienne Arnaud);SS4XVAUPC0k;Arnaud Etienne Dieu SS4XVAUPCk;22035746875
Arnaud;Etienne;Un siecle d'amour;unknown;unknown;unknown;L'Enfant Dieu (Etienne Arnaud);SS4XVAUPC0k;;0
Arndt;Felix;An Operatic Nightmare;Spanish;1889;1918;Felix Arndt - An Operatic Nightmare;JBm3LU2TDTo;Arndt Felix An Operatic Nightmare JBm3LU2TDTo;26164946875
Arndt;Felix;Desecration;Spanish;1889;1918;Desecration (Humoresque Rag) by Felix Arndt 1914;gncRGBLTS9U;Arndt Felix Desecration gncRGBLTS9U;28310546875
Arndt;Felix;Kakuda;Spanish;1889;1918;Kakuda by Felix Arndt (1914 One Step piano);iD8SLLbmC20;Arndt Felix Kakuda iD8SLLbmC2;10605746875
Arndt;Felix;Marionette;Spanish;1889;1918;Marionette by Felix Arndt (1914 Ragtime piano);UVFb-jld-Us;Arndt Felix Marionette UVFb-jld-Us;12657746875
Arndt;Felix;Nola;Spanish;1889;1918;Nola (Felix Arndt)  1915;G9mtJzsjxm0;Arndt Felix Nola G9mtJzsjxm;19400546875
Arnoud;Jules;Maurisches Standchen;unknown;unknown;unknown;Jules Arnoud : Maurisches Standchen (Moorish Serenade);116uZSx9j3c;Arnoud Jules Maurisches Standchen 116uZSx9j3c;27097346875
Arnoud;Jules;Nouvelle chanson;unknown;unknown;unknown;Jules Arnoud : Maurisches Standchen (Moorish Serenade);116uZSx9j3c;;0
Arone;Armand;La gracieuse;unknown;unknown;unknown;Edouard Wolff : ' La Gracieuse '  #3 from 6 Melodies Caracteristiques Op. 60;ffmj-4Yj1M4;Arone Armand La gracieuse ffmj-4Yj1M4;20984546875
Artsybushev;Nikolay;Valse fantasia Op.9;unknown;unknown;unknown;M. Glinka - V. Gryaznov. Valse-fantasie;6g3xwhh99-c;;0
Arevalo;Miguel Santiago;La Suplica;unknown;1843;1900;La Suplica - Miguel Santiago Arevalo (1843 - 1900);zM1SenJ9gqc;Arevalo Miguel Santiago La Suplica zM1SenJ9gqc;39758546875
Ascher;Emil;Himmelsklange;unknown;unknown;unknown;Emil Ascher : Himmelsklange (Heavenly sounds);TdCf4lYc1Z0;Ascher Emil Himmelsklange TdCf4lYc1Z;17456546875
Ascher;Emil;Jagerlied;unknown;unknown;unknown;Emil Ascher : Jagerlied (1885);Kf8YrsAuXuM;Ascher Emil Jagerlied Kf8YrsAuXuM;9601346875
Ascher;Emil;Wiegenlied;unknown;unknown;unknown;Emil Ascher : Himmelsklange (Heavenly sounds);TdCf4lYc1Z0;;0
Ascher;Joseph;La cascade de roses Op.80;unknown;1829;1869;La Cascade de Roses (Joseph Ascher);81YJ4BH0Bxg;Ascher Joseph La cascade de roses Op8 81YJ4BHBxg;30333746875
Ascher;Joseph;Les cloches du village Op.90;unknown;1829;1869;?MIDI? Joseph Ascher: Les Cloches du Village Fantaisie sur des Themes favoris de V. Masse Op.90;MRXrPUI09Zo;Ascher Joseph Les cloches du village Op9 MRXrPUI9Zo;37137746875
Ascher;Joseph;Les clochettes Op.48;unknown;1829;1869;?MIDI? Joseph Ascher: Les Cloches du Village Fantaisie sur des Themes favoris de V. Masse Op.90;MRXrPUI09Zo;;0
Ascher;Joseph;Les commeres Op.81;unknown;1829;1869;Joseph Ascher : Croyez-moi! (Believe me!) Romance sans Paroles;aOaLp-QgIRE;;0
Ascher;Joseph;Les contemplations Op.54;unknown;1829;1869;Joseph Ascher : Croyez-moi! (Believe me!) Romance sans Paroles;aOaLp-QgIRE;;0
Ascher;Joseph;Croyez-moi!;unknown;1829;1869;Joseph Ascher : Croyez-moi! (Believe me!) Romance sans Paroles;aOaLp-QgIRE;Ascher Joseph Croyez-moi! aOaLp-QgIRE;21294146875
Ascher;Joseph;Danse andalouse Op.30;unknown;1829;1869;Ascher - Danse andalouse Op.30;6wRizMDz9pg;Ascher Joseph Danse andalouse Op3 6wRizMDz9pg;37530146875
Ascher;Joseph;Danse espagnole Op.24;unknown;1829;1869;Ascher - Danse espagnole Op.24;qzRZ6Sk_IeI;Ascher Joseph Danse espagnole Op24 qzRZ6Sk_IeI;28803746875
Ascher;Joseph;Danse negre Op.109;unknown;1829;1869;?MIDI? Joseph Ascher: Danse negre Caprice caracteristique Op.109;R-4xx0zQXqo;Ascher Joseph Danse negre Op19 R-4xxzQXqo;35704946875
Ascher;Joseph;Dozia Op.23;unknown;1829;1869;?MIDI? Joseph Ascher: Les Cloches du Village Fantaisie sur des Themes favoris de V. Masse Op.90;MRXrPUI09Zo;;0
Ascher;Joseph;Entrainante Op.100;unknown;1829;1869;?MIDI? Joseph Ascher: Danse negre Caprice caracteristique Op.109;R-4xx0zQXqo;;0
Ascher;Joseph;La fiammina;unknown;1829;1869;?MIDI? Joseph Ascher: Danse negre Caprice caracteristique Op.109;R-4xx0zQXqo;;0
Ascher;Joseph;Florida Polka-Redowa;unknown;1829;1869;Joseph Ascher: Louise Polka Brillante Op. 9;R4CiJmrKRsE;;0
Ascher;Joseph;Louise Op.9;unknown;1829;1869;Joseph Ascher: Louise Polka Brillante Op. 9;R4CiJmrKRsE;Ascher Joseph Louise Op9 R4CiJmrKRsE;16930946875
Ascher;Joseph;Mazurka des traineaux;unknown;1829;1869;Mazurka des Traineaux (Joseph Ascher);dBttyPHcc-I;Ascher Joseph Mazurka des traineaux dBttyPHcc-I;34632146875
Ascher;Joseph;La moscovite;unknown;1829;1869;Mazurka des Traineaux (Joseph Ascher);dBttyPHcc-I;;0
Ascher;Joseph;Nocturne sur la Romance de 'Leclair' Op.71;unknown;1829;1869;Joseph Ascher : Croyez-moi! (Believe me!) Romance sans Paroles;aOaLp-QgIRE;;0
Ascher;Joseph;La perle du nord;unknown;1829;1869;Ascher - La perle du nord;hdAV8nPxnw4;Ascher Joseph La perle du nord hdAV8nPxnw4;28076546875
Ascher;Joseph;La plainte indienne;unknown;1829;1869;Joseph Ascher - La plainte indienne;ry1ZPBLaXgo;Ascher Joseph La plainte indienne ry1ZPBLaXgo;12891746875
Ascher;Joseph;Reverie Op.8;unknown;1829;1869;Joseph Ascher: Louise Polka Brillante Op. 9;R4CiJmrKRsE;;0
Ascher;Joseph;Sans souci Op.83;unknown;1829;1869;Ascher - Sans souci Op.83;YnHQC1NTkuc;Ascher Joseph Sans souci Op83 YnHQC1NTkuc;27090146875
Ascher;Joseph;Serenade venitienne Op.92;unknown;1829;1869;Joseph Ascher: Louise Polka Brillante Op. 9;R4CiJmrKRsE;;0
Ascher;Joseph;Une nuit a Varsovie Op.98;unknown;1829;1869;Joseph Ascher: Louise Polka Brillante Op. 9;R4CiJmrKRsE;;0
Ascher;Joseph;Yelva;unknown;1829;1869;?MIDI? Joseph Ascher: Les Cloches du Village Fantaisie sur des Themes favoris de V. Masse Op.90;MRXrPUI09Zo;;0
Ashton;Algernon;Capriccio Nocturne und Toccata Op.108;British;1859;1937;Algernon Ashton : Nocturne  #2 from 'Trifolium' Op.113;JEd0zlxqUTA;;0
Ashton;Algernon;3 Elegies Op.135;British;1859;1937;Algernon Ashton : Nocturne  #2 from 'Trifolium' Op.113;JEd0zlxqUTA;;0
